,name,x,y,width,height
390,314_KUKHK-K8pQI,0.333125,0.540000,0.228750,0.340000
391,315_Xc8J7va75uo,0.540625,0.273921,0.271250,0.540338
392,315_Xc8J7va75uo,0.838750,0.450281,0.277500,0.393996
393,315_Xc8J7va75uo,0.181250,0.451220,0.325000,0.380863
394,316_bzIP_L-7oeE,0.615625,0.353659,0.263750,0.587242
395,316_bzIP_L-7oeE,0.349375,0.366792,0.273750,0.621013
396,317_xHaoSBhF8rA,0.493333,0.383750,0.403333,0.615000
397,318_nC8eEuwgmsA,0.640000,0.435156,0.332500,0.820312
398,319_VSiBPtwZDwM,0.537719,0.349265,0.352632,0.629902
399,320_fdLqHjbE_I8,0.512695,0.281534,0.361328,0.399220
400,320_fdLqHjbE_I8,0.396973,0.635241,0.166992,0.305592
401,321_x3NSjQopjwI,0.571250,0.462500,0.265000,0.318333
402,321_x3NSjQopjwI,0.325000,0.313333,0.262500,0.446667
403,323_sgZnWNFTFFc,0.648810,0.456250,0.504762,0.619643
404,324_KMPJLBdDxwk,0.490000,0.459028,0.653333,0.565278
