,file,min_x,min_y,max_x,max_y
591,211_2k-2vImOD5g,193,263,390,263
592,211_2k-2vImOD5g,271,131,478,131
593,211_2k-2vImOD5g,391,88,556,88
594,211_2k-2vImOD5g,460,183,590,183
595,211_2k-2vImOD5g,548,263,658,263
596,211_2k-2vImOD5g,602,245,755,245
597,211_2k-2vImOD5g,564,150,641,150
598,212_5OfpZPcNMsQ,64,142,285,142
599,212_5OfpZPcNMsQ,287,96,520,96
600,212_5OfpZPcNMsQ,218,271,451,271
601,212_5OfpZPcNMsQ,532,93,759,93
602,212_5OfpZPcNMsQ,516,212,689,212
603,212_5OfpZPcNMsQ,617,289,776,289
604,213_o8ynZBRKBSE,109,131,395,131
605,213_o8ynZBRKBSE,295,289,527,289
606,213_o8ynZBRKBSE,431,263,757,263
607,213_o8ynZBRKBSE,1,1,313,1
608,213_o8ynZBRKBSE,1,71,150,71
609,218_sPsKAjGV2KQ,175,94,602,94
610,220_I8E1f8DllPQ,24,211,419,211
611,220_I8E1f8DllPQ,395,64,784,64
612,222_g34Gad-5kvw,40,212,234,212
613,222_g34Gad-5kvw,227,143,415,143
614,222_g34Gad-5kvw,487,82,687,82
615,223_wumkOIF3UWc,51,110,254,110
616,223_wumkOIF3UWc,69,248,288,248
617,223_wumkOIF3UWc,95,429,350,429
618,223_wumkOIF3UWc,201,170,351,170
619,223_wumkOIF3UWc,525,91,726,91
620,223_wumkOIF3UWc,493,277,650,277
621,224_4KylSS5Ixv4,396,96,646,96
622,224_4KylSS5Ixv4,259,211,440,211
623,224_4KylSS5Ixv4,109,77,325,77
624,224_4KylSS5Ixv4,396,330,522,330
625,225_Phk-fNS-IA4,151,182,369,182
626,225_Phk-fNS-IA4,347,138,525,138
627,225_Phk-fNS-IA4,566,111,727,111
628,225_Phk-fNS-IA4,323,253,476,253
629,225_Phk-fNS-IA4,556,281,760,281
630,225_Phk-fNS-IA4,534,384,703,384
631,225_Phk-fNS-IA4,404,383,518,383
632,226_0du5e8k_cCA,46,176,445,176
633,226_0du5e8k_cCA,260,190,527,190
634,226_0du5e8k_cCA,470,51,769,51
635,227_NCqx8iqn7CM,45,204,403,204
636,227_NCqx8iqn7CM,268,63,640,63
637,227_NCqx8iqn7CM,410,259,715,259
638,228_2SjHadDRW6o,65,35,716,35
639,229_jjRL4DOwZ5E,159,12,375,12
640,229_jjRL4DOwZ5E,332,80,595,80
641,229_jjRL4DOwZ5E,529,253,691,253
642,229_jjRL4DOwZ5E,257,167,424,167
643,229_jjRL4DOwZ5E,26,153,289,153
644,230_3LvVAPLp6L0,319,158,571,158
645,230_3LvVAPLp6L0,640,197,796,197
646,230_3LvVAPLp6L0,8,271,160,271
647,230_3LvVAPLp6L0,153,243,254,243
648,230_3LvVAPLp6L0,252,289,302,289
649,231_mbO8yIS4zLg,108,180,254,180
650,231_mbO8yIS4zLg,365,34,711,34
651,231_mbO8yIS4zLg,306,384,527,384
652,232_A3UtACZdnHs,108,169,254,169
653,232_A3UtACZdnHs,365,33,711,33
654,232_A3UtACZdnHs,306,362,527,362
655,234_zmA1s9doMpg,307,45,564,45
656,234_zmA1s9doMpg,105,183,349,183
657,234_zmA1s9doMpg,29,288,235,288
658,234_zmA1s9doMpg,549,293,700,293
659,234_zmA1s9doMpg,372,400,571,400
660,234_zmA1s9doMpg,263,329,421,329
661,234_zmA1s9doMpg,581,147,718,147
662,234_zmA1s9doMpg,654,258,759,258
663,234_zmA1s9doMpg,459,239,601,239
664,235_dbNF2km85bQ,418,61,751,61
665,235_dbNF2km85bQ,627,327,800,327
666,235_dbNF2km85bQ,575,449,723,449
667,235_dbNF2km85bQ,133,254,465,254
668,235_dbNF2km85bQ,23,402,275,402
669,235_dbNF2km85bQ,337,459,556,459
670,235_dbNF2km85bQ,534,541,749,541
671,236_ZfqRxKn6JPQ,432,66,675,66
672,236_ZfqRxKn6JPQ,384,262,613,262
673,236_ZfqRxKn6JPQ,125,29,427,29
674,236_ZfqRxKn6JPQ,123,224,387,224
675,237_y2JGdND-zxI,371,40,617,40
676,237_y2JGdND-zxI,466,205,738,205
677,237_y2JGdND-zxI,72,67,398,67
678,237_y2JGdND-zxI,74,234,372,234
679,238_I1p90MwfEEw,531,218,800,218
680,238_I1p90MwfEEw,253,112,570,112
681,238_I1p90MwfEEw,7,218,254,218
682,238_I1p90MwfEEw,245,269,518,269
683,239_d0K6BT5Ofi0,4,1,574,1
684,240_dHmH11hDvVw,109,95,683,95
685,246_tQ0l4dHZpYo,267,126,571,126
686,248_pfA8TB0DXWQ,263,106,470,106
687,250_pIIURj24et0,291,40,541,40
688,250_pIIURj24et0,519,159,753,159
689,250_pIIURj24et0,114,132,265,132
690,250_pIIURj24et0,73,284,243,284
691,250_pIIURj24et0,280,293,431,293
692,250_pIIURj24et0,415,308,571,308
693,251_J9uSJkkBULQ,180,65,543,65
694,252_uEn0Km_2x2E,148,154,295,154
695,252_uEn0Km_2x2E,308,70,554,70
696,252_uEn0Km_2x2E,551,152,777,152
697,252_uEn0Km_2x2E,474,303,616,303
698,252_uEn0Km_2x2E,333,294,483,294
699,252_uEn0Km_2x2E,9,219,158,219
700,252_uEn0Km_2x2E,126,321,280,321
701,253_jmcTPsz6R8M,103,3,693,3
702,254_RpnG0Oh4QHQ,140,64,373,64
703,254_RpnG0Oh4QHQ,565,120,800,120
704,254_RpnG0Oh4QHQ,359,1,592,1
705,254_RpnG0Oh4QHQ,296,243,538,243
706,255_up0-lzcJ2ko,257,93,629,93
707,255_up0-lzcJ2ko,141,369,357,369
708,255_up0-lzcJ2ko,1,1,256,1
709,258_ul28IUG3yzo,189,5,632,5
710,258_ul28IUG3yzo,252,237,677,237
711,258_ul28IUG3yzo,3,205,291,205
712,259_xxE43FXkYl0,20,166,290,166
713,259_xxE43FXkYl0,230,139,488,139
714,259_xxE43FXkYl0,452,201,754,201
715,260_ZYqqI8S9RgY,27,112,441,112
716,260_ZYqqI8S9RgY,396,121,799,121
717,263_qsdFzBa2KLo,68,75,433,75
718,263_qsdFzBa2KLo,372,300,575,300
719,263_qsdFzBa2KLo,523,147,733,147
720,264_8yriJPMZB9s,67,79,437,79
721,264_8yriJPMZB9s,358,292,574,292
722,264_8yriJPMZB9s,517,136,735,136
723,265_l_IPS1uSzag,87,4,741,4
724,268_r3Vr5vI_1Dk,72,177,369,177
725,268_r3Vr5vI_1Dk,365,38,698,38
726,269_WpXmhjgjIeQ,24,99,600,99
727,270_Js1q2S-fR_Y,22,137,291,137
728,270_Js1q2S-fR_Y,244,70,416,70
729,270_Js1q2S-fR_Y,416,79,619,79
730,270_Js1q2S-fR_Y,554,179,780,179
731,271_qiHGRZv0YVE,31,233,191,233
732,271_qiHGRZv0YVE,135,56,427,56
733,271_qiHGRZv0YVE,386,71,610,71
734,271_qiHGRZv0YVE,543,113,766,113
735,271_qiHGRZv0YVE,311,264,529,264
736,272_r-A9DMTwWoM,101,190,401,190
737,272_r-A9DMTwWoM,408,129,704,129
738,274__ziwQkwhc9Y,86,149,416,149
739,274__ziwQkwhc9Y,295,303,666,303
740,274__ziwQkwhc9Y,487,42,778,42
741,275_v_WFr722NZw,54,104,334,104
742,275_v_WFr722NZw,326,105,651,105
743,277_RuUjCy9vjbw,267,69,575,69
744,277_RuUjCy9vjbw,509,405,717,405
745,277_RuUjCy9vjbw,564,255,723,255
746,277_RuUjCy9vjbw,627,95,744,95
747,277_RuUjCy9vjbw,165,110,270,110
748,277_RuUjCy9vjbw,50,40,269,40
749,277_RuUjCy9vjbw,35,144,123,144
750,277_RuUjCy9vjbw,116,275,265,275
751,277_RuUjCy9vjbw,226,307,391,307
752,278_ERN3RcCthEE,165,53,666,53
753,278_ERN3RcCthEE,373,1,617,1
754,278_ERN3RcCthEE,742,286,800,286
755,278_ERN3RcCthEE,713,13,800,13
756,278_ERN3RcCthEE,1,192,84,192
757,279_RBEJD6OEoN8,193,40,569,40
758,279_RBEJD6OEoN8,167,146,319,146
759,279_RBEJD6OEoN8,383,187,565,187
760,280_7Kicl914hsg,116,85,763,85
761,280_7Kicl914hsg,164,1,516,1
762,280_7Kicl914hsg,1,1,142,1
763,281_aj5i2CFRn3A,53,119,766,119
764,283_FhccKEJ8eSk,64,143,337,143
765,283_FhccKEJ8eSk,264,181,539,181
766,283_FhccKEJ8eSk,571,169,749,169
767,283_FhccKEJ8eSk,369,25,595,25
768,285_mkF1IH-4Kjo,113,105,404,105
769,285_mkF1IH-4Kjo,410,91,684,91
770,291_eDhembSur-I,332,122,698,122
771,291_eDhembSur-I,1,49,288,49
772,293_t8wDKWTsd1s,110,165,349,165
773,294_kPCOGW3Y_Ak,60,1,714,1
774,295_XnEim062dfY,93,88,367,88
775,295_XnEim062dfY,376,88,683,88
776,296_GJgPIfvsVE4,173,50,497,50
777,296_GJgPIfvsVE4,475,171,754,171
778,296_GJgPIfvsVE4,61,339,261,339
779,296_GJgPIfvsVE4,204,326,380,326
780,297_x9H3BarW50w,200,91,407,91
781,297_x9H3BarW50w,544,152,723,152
782,297_x9H3BarW50w,416,153,570,153
783,297_x9H3BarW50w,311,198,473,198
784,297_x9H3BarW50w,172,255,303,255
785,297_x9H3BarW50w,18,262,167,262
786,298_N9htmhUatco,44,83,321,83
787,298_N9htmhUatco,235,275,422,275
788,298_N9htmhUatco,382,355,614,355
789,299_lLa-uv876WM,94,24,682,24
790,300_VSw-oPLasfg,90,49,440,49
791,300_VSw-oPLasfg,323,159,725,159
792,301_JkEEgfPkWs0,69,40,409,40
793,301_JkEEgfPkWs0,396,92,764,92
794,302_BKJkHY-nX_s,126,136,666,136
795,303_pCCe-2ghFZI,394,107,667,107
796,303_pCCe-2ghFZI,337,252,674,252
797,303_pCCe-2ghFZI,82,64,316,64
798,303_pCCe-2ghFZI,29,262,270,262
799,304_f1pvm_lJsWA,396,181,729,181
800,304_f1pvm_lJsWA,142,91,430,91
801,304_f1pvm_lJsWA,62,313,350,313
802,305_CrI8yW49ABY,379,137,565,137
803,305_CrI8yW49ABY,521,276,684,276
804,305_CrI8yW49ABY,110,191,364,191
805,305_CrI8yW49ABY,259,354,391,354
806,305_CrI8yW49ABY,414,403,535,403
807,306_NChQrm6ZhgE,154,134,614,134
808,307__fMbtkfhbB0,133,32,700,32
809,308_uVYjK_A5yJ8,116,1,667,1
810,308_uVYjK_A5yJ8,1,83,595,83
811,309_4iAwdxGF9Y4,238,163,609,163
812,310_7NF2dtHiisQ,56,44,629,44
813,311_J_veHLizRB8,1,1,498,1
814,312_wr1yaQtMTIM,79,208,316,208
815,312_wr1yaQtMTIM,472,95,781,95
816,313_wavm0utbAWc,47,145,401,145
817,313_wavm0utbAWc,391,165,677,165
818,314_3a23ArhLcCw,409,15,628,15
819,314_3a23ArhLcCw,150,92,306,92
820,314_3a23ArhLcCw,246,110,433,110
821,314_3a23ArhLcCw,77,215,322,215
822,314_3a23ArhLcCw,379,265,504,265
823,314_3a23ArhLcCw,496,270,655,270
824,315_QKC0Z00asXo,100,218,271,218
825,315_QKC0Z00asXo,82,303,329,303
826,315_QKC0Z00asXo,250,195,344,195
827,315_QKC0Z00asXo,353,210,485,210
828,315_QKC0Z00asXo,461,146,627,146
829,315_QKC0Z00asXo,550,244,755,244
830,316_pROmzzlEkIY,37,165,327,165
831,316_pROmzzlEkIY,383,123,760,123
832,317_hBnMa7h1HNE,52,51,570,51
833,317_hBnMa7h1HNE,450,138,657,138
834,318_1kZCsrL-Fa0,31,126,421,126
835,318_1kZCsrL-Fa0,350,165,501,165
836,318_1kZCsrL-Fa0,559,128,747,128
837,319_E8n5Pf7d8Vc,35,223,442,223
838,319_E8n5Pf7d8Vc,251,106,411,106
839,319_E8n5Pf7d8Vc,456,59,765,59
840,320_ebYxJS43T48,17,72,140,72
841,320_ebYxJS43T48,190,111,297,111
842,320_ebYxJS43T48,221,173,372,173
843,320_ebYxJS43T48,350,82,418,82
844,320_ebYxJS43T48,425,32,506,32
845,320_ebYxJS43T48,565,106,692,106
846,320_ebYxJS43T48,622,78,786,78
847,321_3wmlnBGnltQ,447,25,789,25
848,321_3wmlnBGnltQ,21,100,292,100
849,321_3wmlnBGnltQ,133,15,297,15
850,321_3wmlnBGnltQ,274,137,432,137
851,321_3wmlnBGnltQ,71,347,191,347
852,321_3wmlnBGnltQ,278,373,396,373
853,321_3wmlnBGnltQ,548,280,762,280
854,322_Vo7-YIIajYY,85,55,751,55
855,323_5Es9oQ3LeGk,827,276,1177,276
856,323_5Es9oQ3LeGk,532,66,1005,66
857,323_5Es9oQ3LeGk,42,104,536,104
858,323_5Es9oQ3LeGk,213,415,525,415
859,323_5Es9oQ3LeGk,628,448,776,448
860,323_5Es9oQ3LeGk,443,534,580,534
861,323_5Es9oQ3LeGk,528,655,778,655
862,324_rEQBk8BOF20,437,201,646,201
863,324_rEQBk8BOF20,580,333,759,333
864,324_rEQBk8BOF20,192,116,437,116
865,324_rEQBk8BOF20,38,369,280,369
866,324_rEQBk8BOF20,276,376,482,376
867,324_rEQBk8BOF20,513,54,695,54
868,325_QBobLFIgYoM,9,301,285,301
869,325_QBobLFIgYoM,294,9,560,9
870,325_QBobLFIgYoM,188,72,330,72
871,325_QBobLFIgYoM,130,146,240,146
872,325_QBobLFIgYoM,268,244,423,244
873,325_QBobLFIgYoM,441,137,752,137
874,325_QBobLFIgYoM,438,340,776,340
875,326_hkXsMDggsM8,1,1,748,1
876,327_pWnXrsoZND4,33,93,313,93
877,327_pWnXrsoZND4,335,29,618,29
878,327_pWnXrsoZND4,461,246,739,246
879,328_Hs3jEInnnGg,170,31,725,31
880,330_a_e5Bbu1aGs,80,39,538,39
881,330_a_e5Bbu1aGs,505,127,752,127
882,331_31Dp3yn9rZs,3,1,800,1
883,332_lUnnnNbY9ws,4,7,795,7
884,333_LwsnJQC9rl0,206,34,497,34
885,333_LwsnJQC9rl0,436,146,739,146
886,333_LwsnJQC9rl0,281,231,471,231
887,333_LwsnJQC9rl0,180,252,315,252
888,333_LwsnJQC9rl0,35,155,213,155
889,334_HrWb8G6WqQs,98,32,765,32
890,335_0cPdQmGzs-4,5,7,800,7
891,336_I9DkLUeDzvE,128,3,800,3
892,337_VP3RX4VVOjo,16,135,382,135
893,337_VP3RX4VVOjo,442,150,728,150
894,337_VP3RX4VVOjo,595,295,799,295
895,337_VP3RX4VVOjo,392,234,524,234
896,337_VP3RX4VVOjo,503,339,601,339
897,337_VP3RX4VVOjo,298,363,423,363
898,337_VP3RX4VVOjo,114,358,300,358
899,347_oS_mBPk9jc0,182,158,745,158
900,348_k_0MT7FcM54,109,213,489,213
901,348_k_0MT7FcM54,449,97,745,97
902,349_Euf9XZEVTMc,72,107,457,107
903,349_Euf9XZEVTMc,348,62,746,62
904,350_CQ6kp3-90Tg,91,103,432,103
905,350_CQ6kp3-90Tg,408,126,719,126
906,351_mHFbGn8oQ3M,94,111,417,111
907,351_mHFbGn8oQ3M,415,90,725,90
908,352_NTs98vtOSGA,71,156,342,156
909,352_NTs98vtOSGA,334,162,569,162
910,352_NTs98vtOSGA,509,201,743,201
911,353_yKQFTgG0zqk,153,152,650,152
912,354_VP-DWvLyI3w,46,5,800,5
